Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
2098;Midnight Club: LA Remix;PSP;2008;Racing;Take-Two Interactive;52;28;0;19;99
2093;Band Hero;Wii;2009;Misc;Activision;6;3;0;9;99
2094;Cars: Race-O-Rama;Wii;2009;Racing;THQ;61;3;0;9;99
2087;Littlest Pet Shop: Winter;DS;2008;Simulation;Electronic Arts;59;31;0;1;99
2090;Ace Combat X: Skies of Deception;PSP;2006;Simulation;Namco Bandai Games;37;31;12;19;99
2089;Tom Clancy's Splinter Cell: Blacklist;X360;2013;Action;Ubisoft;57;34;1;8;99
2095;Oddworld: Abe's Exoddus;PS;1998;Platform;GT Interactive;55;38;0;6;99
2092;LEGO Pirates of the Caribbean: The Video Game;PS3;2011;Action;Disney Interactive Studios;36;46;0;17;99
2101;WWE SmackDown vs Raw 2008;Wii;2007;Fighting;THQ;38;5;0;11;99
2096;EyePet;PS3;2009;Simulation;Sony Computer Entertainment;35;52;4;9;99
2102;FIFA Soccer 10;Wii;2009;Sports;Electronic Arts;23;65;0;11;99
2104;Farming Simulator 2013;PC;2012;Simulation;Focus Home Interactive;0;8;0;18;99
2105;Fallout 3;PC;2008;Role-Playing;Bethesda Softworks;2;88;0;8;99
2126;Madden NFL 10;PS2;2009;Sports;Electronic Arts;88;0;0;1;98
2128;Tamagotchi Connection: Corner Shop 2;DS;2006;Simulation;Namco Bandai Games;9;2;86;1;98
2114;NASCAR 99;N64;1998;Racing;Electronic Arts;94;4;0;1;98
2106;Cars;DS;2006;Racing;THQ;85;5;0;8;98
2125;Madden NFL 16;X360;2015;Sports;Electronic Arts;82;5;0;1;98
2117;Kingdom Hearts Re:coded;DS;2010;Role-Playing;Square Enix;56;1;27;5;98
2113;Tetris 2;NES;1993;Puzzle;Nintendo;62;13;21;2;98
2110;Just Dance 2014;X360;2013;Misc;Ubisoft;72;19;0;7;98
2111;Mario Party Advance;GBA;2005;Misc;Nintendo;5;19;28;2;98
2109;Xenoblade Chronicles;Wii;2010;Role-Playing;Nintendo;49;26;16;8;98
2127;Brutal Legend;X360;2009;Action;Electronic Arts;62;27;0;9;98
2118;South Park: The Stick of Truth;PS3;2014;Role-Playing;Ubisoft;42;38;0;17;98
2120;Sniper Elite V2;PS3;2012;Shooter;505 Games;38;39;6;15;98
2123;Tom Clancy's Splinter Cell: Blacklist;PS3;2013;Action;Ubisoft;34;41;6;18;98
2124;Pro Evolution Soccer 2014;PS3;2013;Action;Konami Digital Entertainment;3;43;51;1;98
2121;Far Cry 4;X360;2014;Shooter;Ubisoft;45;44;0;8;98
2112;Sonic & Sega All-Stars Racing;PS3;2010;Racing;Sega;36;46;0;17;98
2107;Pro Evolution Soccer 2008;PSP;2008;Sports;Konami Digital Entertainment;2;53;19;25;98
2119;Driver: San Francisco;PS3;2011;Racing;Ubisoft;24;54;1;18;98
2108;Far Cry 3;PC;2012;Shooter;Ubisoft;21;62;0;14;98
2122;Grand Theft Auto: San Andreas;PC;2005;Action;Take-Two Interactive;0;92;0;5;98
2144;Romancing SaGa;SNES;1992;Role-Playing;SquareSoft;0;0;97;0;97
2130;Madden NFL 08;PS3;2007;Sports;Electronic Arts;89;1;0;8;97
2088;LEGO Harry Potter: Years 5-7;X360;N/A;Action;Warner Bros. Interactive Entertainment;51;39;0;9;99
2134;NBA 2K10;X360;2009;Sports;Take-Two Interactive;88;2;0;8;97
2140;Grand Theft Auto: Vice City Stories;PS2;2007;Action;Take-Two Interactive;78;3;3;13;97
2145;Donkey Kong Junior;2600;1981;Platform;Atari;9;5;0;1;97
2141;NBA 2K16;X360;2015;Sports;Take-Two Interactive;77;1;0;1;97
2135;Fire Emblem;GBA;2003;Strategy;Nintendo;49;18;29;1;97
2146;LEGO Star Wars II: The Original Trilogy;GC;2006;Action;LucasArts;75;19;0;3;97
2132;NCAA Football 06;XB;2005;Sports;Electronic Arts;73;21;0;3;97
2148;Final Fantasy X / X-2 HD Remaster;PSV;2013;Role-Playing;Square Enix;21;31;28;16;97
2129;Final Fantasy Type-0;PS4;2015;Role-Playing;Square Enix;37;32;15;14;97
2138;Club Penguin: Game Day!;Wii;2010;Sports;Disney Interactive Studios;56;33;0;8;97
2137;Skylanders: Spyro's Adventure;X360;2011;Action;Activision;53;35;0;1;97
2131;de Blob;Wii;2008;Platform;THQ;5;37;0;1;97
2139;NHL 2004;PS2;2003;Sports;Electronic Arts;47;37;0;12;97
2143;LEGO The Lord of the Rings;Wii;2012;Action;Warner Bros. Interactive Entertainment;52;37;0;8;97
2149;Medal of Honor: Underground;PS;2000;Shooter;Electronic Arts;54;37;0;6;97
2133;Mass Effect 3;PC;2012;Role-Playing;Electronic Arts;4;44;0;13;97
2142;FIFA Soccer 2005;XB;2004;Sports;Electronic Arts;33;6;0;4;97
2154;Dance Dance Revolution 2nd ReMIX;PS;1999;Simulation;Konami Digital Entertainment;0;0;9;6;96
2156;Dragon Quest X;Wii;2012;Role-Playing;Square Enix;0;0;96;0;96
2164;Dragon Quest Monsters: Terry's Wonderland 3D;3DS;2012;Role-Playing;Square Enix;0;0;96;0;96
2167;Mega Man Star Force Dragon / Leo / Pegasus;DS;2006;Action;Capcom;39;0;53;3;96
2160;Star Soldier;NES;1986;Shooter;Hudson Soft;32;6;57;1;96
2150;The Sims 2;DS;2005;Simulation;Electronic Arts;82;7;0;7;96
2169;Mortal Kombat: Deadly Alliance;XB;2002;Fighting;Midway Games;77;15;0;4;96
2155;Monster High: Ghoul Spirit;DS;2011;Misc;THQ;72;17;0;7;96
2159;Mortal Kombat Trilogy;N64;1996;Fighting;GT Interactive;72;22;0;2;96
2115;Air-Sea Battle;2600;N/A;Shooter;Atari;91;6;0;1;98
2116;Suikoden III;PS2;N/A;Role-Playing;Unknown;29;23;38;8;98
2151;Dark Cloud 2;PS2;2002;Role-Playing;Sony Computer Entertainment;38;25;26;7;96
2153;PlayStation All-Stars Battle Royale;PS3;2012;Action;Sony Computer Entertainment;5;28;4;14;96
2168;Shinobi;PS2;2002;Platform;Sony Computer Entertainment;36;28;22;9;96
2161;Sonic Unleashed;X360;2008;Platform;Sega;54;33;0;9;96
2166;Tom Clancy's Ghost Recon: Future Soldier;PS3;2012;Shooter;Ubisoft;41;33;9;12;96
2172;Naruto Shippuden: Ultimate Ninja Storm 3;PS3;2013;Fighting;Namco Bandai Games;32;33;15;15;96
2162;Lost Planet 2;PS3;2010;Shooter;Capcom;29;34;2;13;96
2152;Jampack Summer '99;PS;1999;Misc;Sony Computer Entertainment;54;36;0;6;96
2171;PilotWings Resort;3DS;2011;Simulation;Nintendo;4;36;13;7;96
2163;NHL 2001;PS2;2000;Sports;Electronic Arts;47;37;0;12;96
2158;Gangs of London;PSP;2006;Adventure;Sony Computer Entertainment;3;44;0;22;96
2157;LEGO Pirates of the Caribbean: The Video Game;DS;2011;Action;Disney Interactive Studios;37;49;0;1;96
2165;My Weight Loss Coach;DS;2008;Sports;Ubisoft;3;54;0;11;96
2170;The Witcher 2: Assassins of Kings;PC;2011;Action;Namco Bandai Games;25;56;0;15;96
2176;World Championship Poker;PS2;2004;Misc;Play It;8;3;0;13;95
2174;ESPN NBA 2K5;XB;2004;Sports;Global Star;88;4;0;4;95
2183;Wild ARMs;PS;1996;Role-Playing;Sony Computer Entertainment;26;17;46;6;95
2193;Tony Hawk: RIDE;Wii;2009;Sports;Activision;7;17;0;8;95
2178;SpongeBob SquarePants: Battle for Bikini Bottom;GC;2003;Platform;THQ;74;19;0;3;95
2136;Yakuza 4;PS3;N/A;Action;Sega;15;14;63;5;97
2184;Kessen;PS2;2000;Strategy;Electronic Arts;27;21;41;7;95
2180;Ben 10: Alien Force;DS;2008;Action;Koch Media;65;22;0;9;95
2192;Army of Two: The 40th Day;X360;2010;Shooter;Electronic Arts;62;24;0;8;95
2185;Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel;GBA;2003;Misc;Konami Digital Entertainment;68;25;0;2;95
2187;Brutal Legend;PS3;2009;Action;Electronic Arts;54;28;0;13;95
2179;South Park: The Stick of Truth;X360;2014;Role-Playing;Ubisoft;57;3;0;8;95
2191;WWE SmackDown vs. Raw 2009;PS3;2008;Fighting;THQ;51;31;1;13;95
2186;NCAA Football 2000;PS;1999;Sports;Electronic Arts;53;36;0;6;95
2194;Lego Batman 3: Beyond Gotham;X360;2014;Action;Warner Bros. Interactive Entertainment;48;38;0;8;95
2182;Cars 2;Wii;2011;Racing;Disney Interactive Studios;46;39;0;1;95
2147;LEGO Harry Potter: Years 5-7;PS3;N/A;Action;Warner Bros. Interactive Entertainment;36;45;0;16;97
2173;LEGO Jurassic World;X360;2015;Action;Warner Bros. Interactive Entertainment;47;4;0;8;95
2188;Skylanders: Spyro's Adventure;PS3;2011;Action;Activision;39;4;0;16;95
2190;Evolve;PS4;2015;Shooter;Take-Two Interactive;35;41;5;15;95
2189;Guitar Hero: Metallica;Wii;2009;Misc;Activision;41;43;0;1;95
2195;Wii Play: Motion;Wii;2011;Misc;Nintendo;24;43;18;9;95
2177;Tom Clancy's Splinter Cell: Chaos Theory;PS2;2005;Action;Ubisoft;36;45;0;14;95
2181;SingStar Abba;PS3;2008;Misc;Sony Computer Entertainment;27;51;0;17;95
2212;NCAA Football 10;X360;2009;Sports;Electronic Arts;87;0;0;7;94
2196;Killzone;PS2;2004;Shooter;Sony Computer Entertainment;79;3;0;13;94
2209;Destroy All Humans!;PS2;2005;Shooter;THQ;78;3;0;13;94
2215;Bully;PS2;2006;Action;Take-Two Interactive;75;3;4;12;94
2219;MLB 06: The Show;PS2;2006;Sports;Sony Computer Entertainment;78;3;0;13;94
2203;Cars;Wii;2006;Racing;THQ;83;4;0;7;94
2217;Phantasy Star Portable;PSP;2008;Role-Playing;Sega;19;6;63;5;94
2211;SaGa Frontier 2;PS;1999;Role-Playing;SquareSoft;1;7;71;6;94
2201;Rocksmith 2014;X360;2013;Misc;Ubisoft;69;17;0;8;94
2200;The SpongeBob SquarePants Movie;GC;2004;Platform;THQ;73;19;0;3;94
2210;MVP Baseball 2005;XB;2005;Sports;Electronic Arts;7;2;0;3;94
2208;Bayonetta;X360;2009;Action;Sega;51;26;9;8;94
2199;Star Fox 64 3D;3DS;2011;Shooter;Nintendo;48;27;13;7;94
2206;Mario Tennis Open;3DS;2012;Sports;Nintendo;26;29;33;5;94
2214;The Legend of Zelda: Twilight Princess HD;WiiU;2016;Action;Nintendo;48;3;8;8;94
2216;Prince of Persia: The Sands of Time;XB;2003;Action;Ubisoft;57;33;0;4;94
2213;MLB 2000;PS;1999;Sports;Sony Computer Entertainment;52;35;0;6;94
2202;Midway Presents Arcade's Greatest Hits: The Atari Collection 1;PS;1996;Misc;GT Interactive;52;36;0;6;94
2205;Castlevania: Lament of Innocence;PS2;2003;Action;Konami Digital Entertainment;46;36;0;12;94
2207;The Witcher 2: Assassins of Kings;X360;2012;Action;Namco Bandai Games;48;36;2;8;94
2175;Wheel of Fortune;PS2;N/A;Misc;Unknown;47;36;0;12;95
2218;Hot Shots Golf Fore!;PS2;2003;Sports;Sony Computer Entertainment;46;36;0;12;94
2197;The Tomb Raider Trilogy;PS3;2011;Action;Square Enix;27;5;0;17;94
2204;Assassin's Creed III;PC;2012;Action;Ubisoft;28;53;0;13;94
2198;Colin McRae Rally 04;PS2;2003;Racing;Codemasters;1;71;1;21;94
2243;Inazuma Eleven 3;DS;2010;Role-Playing;Level 5;0;0;93;0;93
2232;Build-A-Bear Workshop;DS;2007;Simulation;Game Factory;85;1;0;7;93
2239;MLB 07: The Show;PS2;2007;Sports;Sony Computer Entertainment;77;3;0;13;93
2234;Spider-Man;2600;1981;Action;Parker Bros.;87;5;0;1;93
2236;Castlevania II: Simon's Quest;NES;1987;Platform;Konami Digital Entertainment;45;6;42;0;93
2222;Nickelodeon Fit;Wii;2010;Sports;Take-Two Interactive;78;9;0;6;93
2235;Mega Man 4;NES;1991;Platform;Capcom;51;9;32;1;93
2228;White Knight Chronicles: International Edition;PS3;2008;Role-Playing;Sony Computer Entertainment;33;16;36;8;93
2241;Cars;GC;2006;Racing;THQ;72;19;0;3;93
2237;Toy Story 2: Buzz Lightyear to the Rescue!;N64;1999;Platform;Activision;71;2;0;1;93
2244;Pokken Tournament;WiiU;2016;Fighting;Namco Bandai Games;47;22;16;7;93
2224;Bentley's Hackpack;GBA;2005;Misc;N/A;67;25;0;2;93
2233;Crash City Mayhem;GBA;2004;Racing;THQ;67;25;0;2;93
2238;Teenage Mutant Ninja Turtles;GBA;2003;Action;Unknown;67;25;0;2;93
2225;Tony Hawk's Pro Skater 4;XB;2002;Sports;Activision;59;3;0;4;93
2240;Skylanders: Trap Team;X360;2014;Action;Activision;54;31;0;8;93
2230;Sonic Riders: Zero Gravity;Wii;2008;Racing;Sega;5;32;2;1;93
2242;Brothers in Arms: Hell's Highway;PS3;2008;Shooter;Ubisoft;44;34;0;15;93
2245;SnoCross Championship Racing;PS;1999;Racing;Ubisoft;52;35;0;6;93
2220;NHL 2003;PS2;2002;Sports;Electronic Arts;46;36;0;12;93
2226;Borderlands 2;PC;2012;Shooter;Take-Two Interactive;42;41;0;11;93
2229;SSX;PS3;2012;Sports;Electronic Arts;35;42;2;14;93
2231;LEGO Jurassic World;PS3;2015;Action;Warner Bros. Interactive Entertainment;34;44;0;15;93
2221;Operation Flashpoint: Dragon Rising;X360;2009;Shooter;Codemasters;36;45;2;1;93
2227;EA Sports Grand Slam Tennis;Wii;2009;Sports;Electronic Arts;29;52;2;11;93
2223;Buzz! Quiz World;PS3;2009;Misc;Sony Computer Entertainment;16;58;0;2;93
2250;NCAA Football 11;X360;2010;Sports;Electronic Arts;86;0;0;6;92
2257;Wipeout: In The Zone;X360;2011;Misc;Activision;87;0;0;5;92
2268;MLB 12: The Show;PS3;2012;Sports;Sony Computer Entertainment;86;0;0;6;92
2271;Tobal No.1;PS;1996;Fighting;Sony Computer Entertainment;12;8;66;6;92
2273;MLB 15: The Show;PS4;2015;Sports;Sony Computer Entertainment;67;8;0;17;92
2261;Balloon Fight;NES;1985;Platform;Nintendo;39;9;43;1;92
2266;Dynasty Warriors 7;PS3;2011;Action;Tecmo Koei;25;14;46;6;92
2269;Sonic Riders;GC;2006;Racing;Sega;71;18;0;3;92
2256;Dante's Inferno;X360;2010;Action;Electronic Arts;63;2;2;7;92
2263;Disney Magical World;3DS;2013;Adventure;Nintendo;16;2;53;3;92
2254;SpongeBob SquarePants: The Yellow Avenger;PSP;2006;Action;THQ;55;21;0;16;92
2255;WWE SmackDown vs. Raw 2009;X360;2008;Fighting;THQ;58;26;0;8;92
2260;Knockout Kings 2000;N64;1999;Fighting;Electronic Arts;63;27;0;2;92
2272;Lost Odyssey;X360;2007;Role-Playing;Microsoft Game Studios;45;27;11;9;92
2253;EA Sports Active 2;PS3;2010;Sports;Electronic Arts;52;28;0;12;92
2259;Kung Fu Panda;Wii;2008;Action;Activision;5;32;0;9;92
2248;Blue Dragon;X360;2006;Role-Playing;Microsoft Game Studios;3;33;21;8;92
2264;Crysis 3;X360;2013;Shooter;Electronic Arts;51;33;1;8;92
2246;Teenage Mutant Ninja Turtles;PS2;2003;Action;Konami Digital Entertainment;45;35;0;12;92
2247;Top Gun: Combat Zones;PS2;2001;Simulation;Titus;45;35;0;12;92
2249;007: The World is not Enough;PS;2000;Action;Electronic Arts;51;35;0;6;92
2251;NHL 98;PS;1997;Sports;Electronic Arts;51;35;0;6;92
2258;Space Jam;PS;1996;Sports;Acclaim Entertainment;51;35;0;6;92
2270;Starsky & Hutch;PS2;2003;Racing;Empire Interactive;45;35;0;12;92
2265;Lego Batman 3: Beyond Gotham;PS4;2014;Action;Warner Bros. Interactive Entertainment;37;39;0;15;92
2267;The Evil Within;PS3;2014;Action;Bethesda Softworks;26;39;12;14;92
2274;Operation Flashpoint: Dragon Rising;PS3;2009;Shooter;Codemasters;23;46;5;17;92
2252;FIFA Street;X360;2012;Sports;Electronic Arts;17;65;0;1;92
2262;Assassin's Creed;PC;2008;Adventure;Ubisoft;1;83;0;8;92
2276;AMF Bowling Pinbusters!;Wii;2007;Sports;Bethesda Softworks;85;0;0;7;91
2291;Super Momotarou Dentetsu III;SNES;1994;Simulation;Hudson Soft;0;0;91;0;91
2289;Marvel: Ultimate Alliance 2;X360;2009;Role-Playing;Activision;68;15;0;8;91
2279;Harvest Moon 3D: A New Beginning;3DS;2012;Action;Marvelous Entertainment;41;17;29;5;91
2285;Glover;N64;1998;Platform;Hasbro Interactive;72;17;0;1;91
2280;Tom Clancy's EndWar;X360;2008;Strategy;Ubisoft;58;24;1;9;91
2286;MX vs. ATV Reflex;PS3;2009;Racing;THQ;52;26;0;12;91
2290;Call of Duty: World at War;DS;2008;Shooter;Activision;57;26;0;8;91
2292;Sonic Mega Collection Plus;XB;2004;Misc;Sega;61;26;0;4;91
2282;Tokyo Xtreme Racer 3;PS2;2003;Racing;Genki;35;27;21;9;91
2294;Dragon Age: Inquisition;XOne;2014;Role-Playing;Electronic Arts;55;28;0;7;91
2283;LEGO Indiana Jones 2: The Adventure Continues;PS3;2009;Action;Activision;47;3;0;13;91
2293;DJ Hero;PS3;2009;Misc;Activision;42;34;0;14;91
2277;Street Hoops;PS2;2002;Sports;Activision;45;35;0;12;91
2281;Knockout Kings 2002;PS2;2002;Sports;Electronic Arts;45;35;0;12;91
2295;The Simpsons Game;PS3;2007;Action;Electronic Arts;38;37;0;15;91
2287;Minecraft: Story Mode;X360;2015;Adventure;Mojang;46;38;0;8;91
2275;Homefront;PS3;2011;Shooter;THQ;32;4;4;15;91
2278;Avatar: The Game;PS3;2009;Action;Ubisoft;32;43;0;16;91
2284;Colin McRae Rally 2.0;PS;2000;Racing;Codemasters;2;8;2;7;91
2298;Mini-Yonku Shining Scorpion: Let's & Go!!;SNES;1996;Racing;ASCII Entertainment;0;0;9;0;9
2320;Fossil Fighters;DS;2008;Role-Playing;Nintendo;84;0;0;6;9
2301;Burnout Revenge;PS2;2005;Racing;Electronic Arts;75;3;0;12;9
2314;Spider-Man 3;PS2;2007;Platform;Activision;74;3;1;12;9
2313;Madden NFL 99;N64;1998;Sports;Electronic Arts;84;5;0;1;9
2323;NBA Live 2005;XB;2004;Sports;Electronic Arts;81;5;0;4;9
2325;The Biggest Loser: Ultimate Workout;X360;2010;Sports;THQ;73;1;0;6;9
2300;SOCOM 4: U.S. Navy SEALs;PS3;2011;Shooter;Sony Computer Entertainment;66;12;4;8;9
2308;Hot Shots Tennis;PS2;2006;Sports;Sony Computer Entertainment;17;13;55;5;9
2315;James Bond 007: Agent Under Fire;XB;2002;Shooter;Electronic Arts;65;22;0;3;9
2322;X-Men Legends;XB;2004;Role-Playing;Activision;62;24;0;4;9
2311;Tiger Woods PGA Tour 12: The Masters;PS3;2011;Sports;Electronic Arts;52;26;0;12;9
2303;We Ski & Snowboard;Wii;2008;Sports;Atari;38;29;15;8;9
2312;Star Wars: The Force Unleashed;DS;2008;Action;LucasArts;51;29;0;9;9
2321;LittleBigPlanet Karting;PS3;2012;Action;Sony Computer Entertainment;42;32;1;15;9
2318;Pure;PS3;2008;Racing;Disney Interactive Studios;42;33;0;14;9
2304;Destruction Derby;PS;1995;Racing;Psygnosis;5;34;0;6;9
2307;3Xtreme;PS;1999;Action;989 Studios;5;34;0;6;9
2324;Harry Potter: Quidditch World Cup;PS2;2003;Sports;Electronic Arts;44;34;0;11;9
2296;Tiger Woods PGA Tour 2002;PS2;2002;Sports;Electronic Arts;44;35;0;12;9
2299;MLB 2005;PS2;2004;Sports;Sony Computer Entertainment;44;35;0;12;9
2310;Resistance: Retribution;PSP;2009;Shooter;Sony Computer Entertainment;27;36;5;22;9
2316;Samba De Amigo;Wii;2008;Misc;Sega;42;37;1;1;9
2306;Crysis 3;PS3;2013;Shooter;Electronic Arts;26;43;3;18;9
2309;Sonic Heroes;XB;2003;Platform;Sega;41;43;1;5;9
2302;Buzz! Quiz TV;PS3;2008;Misc;Sony Computer Entertainment;28;48;0;14;9
2317;The Elder Scrolls Online;PC;2014;Role-Playing;Bethesda Softworks;32;48;0;9;9
2305;TouchMaster 2;DS;2008;Puzzle;Midway Games;3;49;0;1;9
2319;FIFA Soccer 09 All-Play;Wii;2008;Sports;Electronic Arts;29;52;0;9;9
2338;Pokemon Card GB2: Here Comes Team GR!;GB;2001;Strategy;Nintendo;0;0;89;0;89
2348;Monster 4X4: World Circuit;Wii;2006;Racing;Ubisoft;81;0;1;7;89
2355;Seiken Densetsu 3;SNES;1995;Role-Playing;SquareSoft;0;0;89;0;89
2329;Madden NFL 08;Wii;2007;Sports;Electronic Arts;82;1;0;7;89
2288;Namco Museum;XB;N/A;Misc;Unknown;77;11;0;4;91
2330;Blitz: The League;PS2;2005;Sports;Unknown;74;3;0;12;89
2334;Tiger Woods PGA Tour 06;PS2;2005;Sports;Electronic Arts;74;3;0;12;89
2341;Ace Combat 2;PS;1997;Simulation;Sony Computer Entertainment;16;11;56;6;89
2345;Dissidia 012: Duodecim Final Fantasy;PSP;2011;Fighting;Square Enix;21;13;46;8;89
2337;Fire Emblem: The Sacred Stones;GBA;2004;Strategy;Nintendo;42;16;3;2;89
2335;Classic NES Series: The Legend of Zelda;GBA;2004;Adventure;Nintendo;46;17;24;2;89
2339;Finding Nemo;GC;2003;Action;THQ;69;18;0;2;89
2336;The Jak and Daxter Collection;PS3;2012;Platform;Sony Computer Entertainment;6;19;0;1;89
2297;Rhythm Heaven;Wii;N/A;Misc;Unknown;13;0;77;1;9
2352;Call of Duty: Modern Warfare 3;Wii;2011;Shooter;Activision;6;21;0;8;89
2332;Castlevania: Circle of the Moon;GBA;2001;Platform;Konami Digital Entertainment;6;22;5;2;89
2326;Madagascar;GBA;2005;Platform;Activision;62;24;0;3;89
2350;Wii Fit U;WiiU;2013;Sports;Nintendo;39;24;21;6;89
2351;Kingdoms of Amalur: Reckoning;X360;2012;Role-Playing;Electronic Arts;55;25;1;7;89
2328;Killzone: Liberation;PSP;2006;Shooter;Sony Computer Entertainment;44;28;0;18;89
2333;Sonic Chronicles: The Dark Brotherhood;DS;2008;Role-Playing;Sega;51;29;1;9;89
2343;NFL 2K2;PS2;2001;Sports;Sega;44;34;0;11;89
2353;MLB 2001;PS;2000;Sports;Sony Computer Entertainment;49;34;0;6;89
2346;LEGO Marvel Super Heroes;3DS;2013;Action;Warner Bros. Interactive Entertainment;42;36;4;7;89
2327;Call of Juarez: Bound in Blood;PS3;2009;Shooter;Ubisoft;35;38;1;16;89
2331;LEGO Jurassic World;PS4;2015;Action;Warner Bros. Interactive Entertainment;32;42;1;14;89
2340;CSI: Hard Evidence;Wii;2008;Adventure;Ubisoft;36;43;0;1;89
2344;EA Sports UFC 2;PS4;2016;Sports;Electronic Arts;28;47;0;14;89
2347;F1 2010;X360;2010;Racing;Codemasters;18;59;1;1;89
2342;F1 2009;Wii;2009;Racing;Codemasters;15;63;0;11;89
2354;SingStar Anthems;PS2;2006;Misc;Sony Computer Entertainment;0;68;0;2;89
2349;Call of Duty: Modern Warfare 2;PC;2009;Shooter;Activision;1;79;0;9;89
2366;Buzz! The Mega Quiz;PS2;2007;Misc;Sony Computer Entertainment;32;6;0;5;88
2363;Rock Band 3;X360;2010;Misc;MTV Games;73;1;0;6;88
2375;Phantasy Star Portable 2;PSP;2009;Role-Playing;Sega;8;11;62;6;88
2361;Michael Jackson: The Experience;X360;2011;Misc;Ubisoft;62;2;0;7;88
2362;Ghostbusters: The Video Game;Wii;2009;Action;Atari;6;21;0;8;88
2364;Resident Evil: Revelations;3DS;2012;Action;Capcom;3;22;3;5;88
2367;Endless Ocean: Blue World;Wii;2009;Simulation;Nintendo;47;22;12;7;88
2370;Metal Gear Ac!d;PSP;2004;Strategy;Konami Digital Entertainment;32;26;12;17;88
2371;Cooking Mama: World Kitchen;Wii;2008;Simulation;505 Games;51;28;1;8;88
2356;Mega Man 8 Anniversary Collector's Edition;PS;1996;Platform;Capcom;44;3;9;6;88
2368;Star Wars: Rebel Assault II - The Hidden Empire;PS;1996;Shooter;CTO SpA;49;33;0;6;88
2372;Tekken Tag Tournament 2;PS3;2012;Fighting;Namco Bandai Games;28;33;13;14;88
2373;ESPN NHL 2K5;PS2;2004;Sports;Global Star;43;33;0;11;88
2365;NBA 2K6;PS2;2005;Action;Take-Two Interactive;43;34;0;11;88
2357;WWE SmackDown vs. Raw 2011;X360;2010;Fighting;THQ;44;36;0;8;88
2369;Just Cause 3;XOne;2015;Action;Square Enix;42;38;0;7;88
2358;Sleeping Dogs;X360;2012;Action;Square Enix;38;41;1;8;88
2374;GRID;X360;2008;Racing;Codemasters;33;44;1;9;88
2359;Grand Theft Auto IV;PC;2008;Action;Take-Two Interactive;1;79;0;8;88
2360;Peppa Pig: The Game;DS;2008;Misc;Pinnacle;0;82;0;6;88
2381;Derby Stallion II;SNES;1994;Sports;ASCII Entertainment;0;0;87;0;87
2389;NCAA Football 13;PS3;2012;Action;Electronic Arts;82;0;0;6;87
2387;Kingdom Hearts Re: Chain of Memories;PS2;2008;Role-Playing;Square Enix;73;3;0;12;87
2394;Tony Hawk's Project 8;PS2;2006;Sports;Activision;72;3;0;12;87
2399;Fight Night Round 2;PS2;2005;Fighting;Electronic Arts;72;3;0;12;87
2408;Enduro;2600;1982;Misc;Quelle;81;5;0;1;87
2406;Warriors Orochi;PS2;2007;Action;Tecmo Koei;11;9;64;3;87
2379;NBA 2K14;XOne;2013;Sports;Take-Two Interactive;7;11;0;6;87
2382;Gold's Gym: Dance Workout;Wii;2010;Sports;Ubisoft;71;11;0;6;87
2409;Tales of Xillia 2;PS3;2012;Role-Playing;Namco Bandai Games;2;15;45;7;87
2401;Scooby-Doo! First Frights;DS;2009;Action;Warner Bros. Interactive Entertainment;63;17;0;7;87
2376;Crimson Skies: High Road to Revenge;XB;2003;Simulation;Microsoft Game Studios;65;19;0;3;87
2388;Pictionary;Wii;2010;Puzzle;THQ;61;19;0;7;87
2400;Wizards of Waverly Place;DS;2009;Misc;Disney Interactive Studios;59;2;0;8;87
2404;Vagrant Story;PS;2000;Role-Playing;Crave Entertainment;3;2;3;6;87
2384;Tom Clancy's Ghost Recon: Island Thunder;XB;2003;Shooter;Ubisoft;61;24;0;3;87
2383;Red Faction: Guerrilla;X360;2009;Shooter;THQ;48;29;1;9;87
2386;Need for Speed: V-Rally;PS;1997;Racing;Infogrames;43;29;9;6;87
2395;Injustice: Gods Among Us;PS4;2013;Fighting;Warner Bros. Interactive Entertainment;46;29;0;12;87
2390;Kingdoms of Amalur: Reckoning;PS3;2012;Role-Playing;Electronic Arts;37;3;9;11;87
2393;The House of the Dead: Overkill;Wii;2009;Shooter;Sega;46;31;2;9;87
2398;Brothers in Arms: Hell's Highway;X360;2008;Shooter;Ubisoft;47;31;0;9;87
2407;Guitar Hero: Warriors of Rock;X360;2010;Misc;Activision;47;32;0;8;87
